"id_municipio";"vl_ideb";"vl_proj"
3152303;5.2;5.2
3152402;4.0;4.3
3152501;5.0;5.3
3152600;4.7;5.1
3152709;5.5;5.6
3152808;4.8;5.4
3152907;4.1;4.9
3153004;5.3;6.1
3153103;4.9;5.9
3153202;4.4;5.3
3153301;4.7;4.8
3153400;5.5;6.4
3153509;4.8;5.4
3153608;3.9;5.3
3153707;5.0;5.2
3153806;6.2;6.1
3153905;4.7;5.5
3154002;5.5;5.5
3154101;4.4;5.6
3154150;4.0;5.2
3154200;4.8;5.2
3154309;4.9;4.4
3154408;5.5;5.4
3154457;5.0;5.1
3154507;4.7;5.1
3154606;4.2;5.1
3154705;4.1;5.0
3154804;4.0;4.9
3154903;5.0;4.9
3155009;4.7;4.7
3155108;3.6;4.8
3155207;4.4;5.6
3155306;4.8;5.2
3155405;3.9;5.4
3155504;5.3;5.6
3155603;4.9;4.8
3155702;5.1;5.7
3155801;4.3;5.2
3155900;5.2;5.3
3156007;3.5;5.2
3156106;4.6;5.1
3156205;5.2;4.3
3156304;3.9;5.6
3156403;4.5;4.6
3156452;5.1;5.1
3156502;3.8;4.0
3156601;4.1;4.9
3156700;4.6;5.3
3156809;3.4;4.9
3156908;4.7;5.7
3157005;4.6;5.0
3157104;3.8;5.0
3157203;5.2;4.9
3157252;5.0;5.1
3157278;4.7;5.4
3157302;5.0;6.1
3157336;3.9;5.2
3157377;4.7;5.0
3157401;4.1;4.6
3157500;4.7;5.0
3157609;4.0;4.1
3157658;3.9;4.3
3157708;4.2;5.3
3157807;4.3;5.2
3157906;3.9;4.9
3158003;4.6;4.9
3158102;4.0;4.7
3158201;5.1;4.6
3158300;5.2;5.2
3158409;5.1;5.8
3158508;4.8;4.9
3158607;3.3;5.2
3158706;5.2;5.3
3158805;5.0;5.8
3158904;4.4;4.6
3158953;4.5;4.7
3159001;4.0;5.1
3159100;4.0;4.9
4305850;;5.5
3159209;5.3;6.0
3159308;;4.6
3159357;4.9;6.0
3159407;4.8;5.2
3159506;5.0;5.4
3159605;5.3;6.0
3159704;5.3;6.1
3159803;4.6;5.4
3159902;4.7;4.8
3160009;3.7;5.6
3160108;3.7;5.4
3160207;4.1;4.4
3160306;4.0;4.6
3160405;5.2;5.5
3160454;4.5;4.3
3160504;4.9;4.6
3160603;4.6;5.4
3160702;4.3;5.5
3160801;5.1;4.7
3160900;6.3;6.4
3160959;5.6;5.4
3161007;5.1;5.0
3161056;4.0;4.7
3161106;4.4;4.6
3161205;5.0;5.2
3161304;3.9;5.1
3161403;4.4;6.1
3161502;5.0;5.6
3161601;5.2;4.5
3161650;4.3;4.1
3161700;4.8;5.3
3161809;5.1;5.2
3161908;5.1;4.7
3162005;4.9;4.9
3162104;4.7;5.6
3162203;5.4;6.1
3162252;5.0;4.7
3162302;5.7;4.9
3162401;4.2;4.4
3162450;4.4;5.0
3162500;4.9;5.5
3162559;4.5;4.7
3162575;5.3;5.3
3162609;4.3;5.3
3162658;4.3;4.2
3162708;4.8;4.7
3162807;4.8;4.5
3162906;4.0;5.0
3162922;4.2;4.5
3162948;4.8;5.2
3162955;5.0;5.5
3163003;4.4;4.6
3163102;4.8;4.8
3163201;5.6;5.6
3163300;;4.2
3163409;4.6;4.6
3163508;5.1;4.7
3163607;4.1;4.9
3163706;4.7;5.2
3163805;5.2;5.2
3163904;5.6;5.7
3164001;3.6;4.8
3164100;5.1;5.0
3164209;4.2;4.9
3164308;4.5;5.6
3164407;4.9;5.7
3164431;5.1;5.0
3164472;5.0;4.7
3164506;4.7;4.6
3164605;4.2;6.0
3164704;5.5;5.8
3164803;5.4;4.7
3164902;5.3;5.7
3165008;4.9;5.6
3165107;5.2;5.2
3165206;5.1;4.8
3165305;4.6;5.9
3165404;;6.4
3165503;4.9;4.7
3165537;4.2;5.2
3165552;4.0;4.5
3165560;4.7;5.5
3165578;4.6;5.4
3165602;;6.3
3165701;5.4;5.5
3165800;4.3;6.4
3165909;4.9;5.1
3166006;4.7;5.6
3166105;4.0;5.0
3166204;5.1;5.5
3166303;4.2;4.7
3166402;6.1;6.5
3166501;3.8;4.3
3166600;;5.5
3166709;3.8;5.2
3166808;5.4;5.0
3166907;5.2;5.8
3166956;5.0;5.1
3167004;4.5;5.7
3167103;3.9;4.5
3167202;4.5;5.0
3167301;5.6;5.9
3167400;4.9;5.7
3167509;4.0;5.6
3167608;4.2;5.0
3167707;4.6;4.9
3167806;5.2;5.8
3167905;4.2;5.6
3168002;5.2;5.3
3168051;5.0;5.6
3168101;5.5;5.3
3168200;;5.7
3168309;5.3;4.8
3168408;5.0;5.0
3168507;5.1;5.1
4310413;;5.2
3168606;4.1;4.7
3168705;5.2;5.6
3168804;4.5;5.2
3168903;4.8;5.8
3169000;4.8;5.7
3169059;6.4;6.3
3169109;4.8;4.7
3169208;4.6;5.0
3169307;4.8;5.4
3169356;5.5;5.1
3169406;4.8;5.3
3169505;4.4;4.4
3169604;4.7;5.1
3169703;5.1;4.7
3169802;4.7;5.2
3169901;4.3;5.7
3170008;4.1;4.7
3170057;4.4;5.4
3170107;5.1;5.4
3170206;4.8;5.4
3170305;4.5;4.0
3170404;4.6;5.5
3170438;4.4;3.8
3170479;4.8;5.1
3170503;4.0;5.0
3170529;4.5;5.0
3170578;4.9;5.3
3170602;4.9;5.4
3170651;5.2;4.8
3170701;4.9;5.6
3170750;4.9;5.3
3170800;4.5;5.1
3170909;4.5;4.8
3171006;5.3;5.3
4310579;;6.1
3171030;4.2;4.4
3171071;4.9;4.9
3171105;4.2;4.8
3171154;4.6;4.8
3171204;4.9;5.1
3171303;4.6;5.0
3171402;4.9;5.3
3171501;3.5;4.6
3171600;4.8;4.8
3171709;5.0;5.7
3171808;4.2;4.7
3171907;4.8;4.8
3172004;4.2;5.3
3172103;4.2;5.3
3172202;4.8;6.3
3200102;5.4;5.5
3200136;4.5;5.5
3200169;4.8;5.1
3200201;5.1;5.5
3200300;5.6;6.2
3200359;5.3;5.4
3200409;4.7;4.9
3200508;4.1;5.0
3200607;5.3;5.5
3200706;4.1;5.1
3200805;4.7;5.4
3200904;4.8;5.1
3201001;4.9;4.9
3201100;4.1;4.5
3201159;5.1;5.9
3201209;4.8;5.4
3201308;4.3;5.0
3201407;5.0;6.1
3201506;4.7;5.9
3201605;4.9;5.6
3201704;5.0;5.7
3201803;5.2;5.3
3201902;6.1;5.9
3202009;4.6;4.8
3202108;5.1;5.1
3202207;4.4;5.1
3202256;5.0;6.1
3202306;4.6;5.0
3202405;4.4;5.1
3202454;5.0;5.4
3202504;5.0;5.3
3202553;4.9;5.1
3202603;5.5;5.9
3202652;5.0;4.9
3202702;5.7;6.1
3202801;4.7;4.9
3202900;5.5;5.9
3203007;5.4;4.9
3203056;4.8;5.6
3203106;4.9;5.7
3203130;5.1;5.2
3203163;5.2;5.6
3203205;4.8;5.3
3203304;5.2;5.2
3203320;5.1;5.2
3203346;5.9;5.7
3203353;5.3;6.2
3203403;4.5;5.1
3203502;4.5;5.4
3203601;4.3;4.7
3203700;5.5;5.7
3203809;4.6;5.0
3203908;5.0;5.9
3204005;4.9;5.6
3204054;4.4;4.9
3204104;4.8;5.3
3204203;4.3;5.4
3204252;4.9;5.3
3204302;4.4;4.9
3204351;5.2;5.9
3204401;5.0;5.7
3204500;4.5;5.2
3204559;5.1;5.5
3204609;5.4;5.8
3204658;4.8;5.7
3204708;5.4;5.6
3204807;4.9;5.6
3204906;4.8;5.5
3204955;5.1;5.9
3205002;4.5;5.2
3205010;4.9;4.9
3205036;5.3;5.3
3205069;5.6;5.7
3205101;4.6;4.8
3205150;5.7;6.1
3205176;5.0;5.9
3205200;4.6;5.3
3205309;4.6;5.1
3300100;3.7;5.0
3300159;4.9;5.2
3300209;4.2;5.3
3300225;;5.3
3300233;4.3;5.0
3300258;4.7;4.9
3300308;4.2;5.4
3300407;4.5;5.5
3300456;3.8;4.7
3300506;4.8;5.5
3300605;4.7;5.8
3300704;3.6;5.2
3300803;4.2;5.5
3300902;4.6;6.4
3300936;5.1;5.3
3300951;5.0;5.7
3301009;3.6;4.6
3301108;4.3;5.3
3301157;4.9;5.9
3301207;4.8;5.5
3301306;4.2;5.2
3301405;4.1;5.7
3301504;4.9;5.4
3301603;5.1;5.7
3301702;3.8;4.5
3301801;5.0;5.8
3301850;3.7;5.0
3301876;5.0;5.1
3301900;3.9;5.0
3302007;3.4;4.8
3302056;5.2;5.8
3302106;5.5;6.2
3302205;5.2;5.8
3302254;4.2;4.7
3302270;3.9;4.7
3302304;4.6;5.6
3302403;4.8;5.1
3302452;4.3;5.5
3302502;4.4;4.9
3302601;4.4;5.3
3302700;4.8;5.5
3302809;4.6;5.5
3302858;4.0;4.7
3302908;4.9;5.8
3303005;5.5;5.8
3303104;5.1;6.2
3303203;4.3;4.5
3303302;3.8;5.2
3303401;4.9;5.6
3303500;3.8;4.9
3303609;4.6;5.1
3303708;4.8;5.6
3303807;4.4;5.7
3303856;4.8;5.1
3303906;4.2;5.2
3303955;4.4;4.8
3304003;4.9;5.7
3304102;4.7;5.9
3304110;4.9;5.4
3304128;4.4;5.5
3304144;4.1;4.7
3304151;5.2;5.2
3304201;4.9;5.5
3304300;4.4;5.1
3304409;4.9;5.4
3304508;4.6;5.8
3304524;5.4;5.4
3304557;4.9;5.4
3304607;4.9;6.4
3304706;5.2;5.9
3304755;4.8;4.6
3304805;4.5;6.4
3304904;3.6;4.8
3305000;4.3;5.0
3305109;3.7;4.6
3305133;4.4;4.9
3305158;4.9;5.0
3305208;3.9;5.2
3305307;4.1;5.3
3305406;4.5;5.4
3305505;4.4;5.1
3305554;4.2;5.1
3305604;3.8;5.6
3305703;5.1;5.8
3305752;4.0;4.5
3305802;4.8;5.4
3305901;5.3;6.0
3306008;4.5;5.6
3306107;4.7;5.7
3306156;4.3;5.1
3306206;4.2;5.4
3306305;5.0;5.7
3500105;5.2;6.2
3500204;4.9;5.4
3500303;5.2;5.8
3500402;5.9;6.7
3500501;5.2;5.9
3500550;5.8;6.1
3500600;6.3;6.0
3500709;5.1;5.9
3500758;5.2;5.0
3500808;5.0;6.1
3500907;4.8;5.3
3501004;5.3;6.3
3501103;4.6;5.9
3501152;5.2;5.6
3501202;5.8;5.9
3501301;5.0;5.2
3501400;4.9;5.6
3501509;5.2;5.3
3501608;5.6;6.2
3501707;5.2;6.1
3501806;5.6;6.5
3501905;5.8;6.0
3502002;4.9;5.9
3502101;5.3;5.5
3502200;5.6;6.4
3502309;4.4;5.3
3502408;5.6;6.0
3502507;5.6;5.8
3502606;5.5;6.5
3502705;5.5;6.1
3502754;4.9;5.7
3502804;5.4;5.8
3502903;5.2;5.9
3503000;4.5;6.2
3503109;5.0;5.2
3503158;4.9;4.2
3503208;5.3;6.4
3503307;5.6;6.0
3503356;5.9;5.7
3503406;5.3;6.0
3503505;4.5;5.4
3503604;5.2;5.4
3503703;5.8;6.0
3503802;5.7;5.9
3503901;5.3;5.9
3503950;6.3;6.4
3504008;5.3;6.0
3504107;5.5;5.9
3504206;5.6;6.2
3504305;4.9;5.7
3504404;4.8;5.5
3504503;5.3;5.7
3504602;5.4;6.5
3504701;5.4;6.0
3504800;5.3;6.5
3504909;4.3;5.6
3505005;5.0;5.7
3505104;4.7;5.2
3505203;5.6;5.8
3505302;5.4;6.0
3505351;4.9;5.8
3505401;4.6;4.8
3505500;5.6;5.8
3505609;5.8;5.7
3505708;5.8;5.9
3505807;5.5;5.7
3505906;5.2;6.2
3506003;4.9;5.9
3506102;5.1;5.9
3506201;5.1;5.8
3506300;5.4;6.2
3506359;5.0;5.2
3506409;5.9;7.0
3506508;5.6;6.2
3506607;5.0;5.4
3506706;4.4;5.5
3506805;5.1;5.9
3506904;5.3;5.6
3507001;5.4;5.9
3507100;5.2;6.0
3507159;5.6;5.7
3507209;5.1;6.3
3507308;5.6;5.4
3507407;5.3;6.1
3507456;;5.4
3507506;4.9;5.5
3507605;5.4;5.8
3507704;5.3;5.9
3507753;5.6;5.3
3507803;4.9;5.9
3507902;5.0;5.5
3508009;5.0;5.5
3508108;5.7;5.9
3508207;;5.2
3508306;4.9;5.2
3508405;5.3;5.9
3508504;5.2;5.7
3508603;5.0;5.3
3508702;5.1;6.1
3508801;4.8;5.9
3508900;5.0;5.8
3509007;5.5;5.7
3509106;5.9;5.8
3509205;5.1;5.3
3509254;4.9;5.3
3509304;6.0;5.9
3509403;4.9;5.6
3509452;5.1;5.7
3509502;5.2;5.8
3509601;5.1;6.0
3509700;5.7;5.8
3509809;4.2;5.9
3509908;4.7;6.3
3509957;4.8;4.9
3510005;5.1;5.8
3510104;5.2;6.2
3510153;;4.6
3510203;5.4;5.9
3510302;5.3;5.2
3510401;5.5;6.3
3510500;5.6;5.8
3510609;5.0;5.7
3510708;5.6;6.1
3510807;4.7;5.8
3510906;5.0;5.9
3511003;5.5;5.5
3511102;5.5;5.9
3511201;5.4;6.8
3511300;6.5;6.1
3512001;4.8;5.7
3511409;4.9;6.2
3511508;6.3;6.0
3511607;5.1;5.6
3511706;5.0;5.7
3511904;5.4;5.9
3512100;6.0;5.7
3512209;5.4;5.9
3512308;5.4;4.9
3512407;4.9;6.3
3512506;4.8;5.8
3512605;5.3;5.5
3512704;5.3;5.1
3512803;5.7;6.0
3512902;5.4;6.6
3513009;4.8;5.6
3513108;4.9;5.3
3513207;4.7;5.7
3513306;4.6;5.5
3513405;5.1;5.4
3513504;5.2;5.4
3513603;5.2;5.8
3513702;5.5;5.7
3513801;5.4;5.6
3513850;5.1;6.3
3513900;5.3;5.8
3514007;5.3;5.4
3514106;5.4;6.1
3514205;6.1;7.1
3514304;5.4;6.1
3514403;5.4;6.1
3514502;5.3;6.3
3514601;5.3;6.5
3514700;4.5;6.3
3514809;5.0;5.4
3514908;5.2;5.7
3514924;6.1;6.3
3514957;5.8;6.1
3515004;5.0;5.4
3515103;5.2;5.8
3515129;5.7;4.7
3515152;5.0;5.3
3515186;5.3;6.5
3515194;5.4;5.7
3515202;5.4;6.3
3515301;5.0;5.9
3515350;5.0;6.0
3515400;5.7;6.8
3515509;5.4;6.1
3515608;5.8;6.4
3515657;5.8;5.7
3515707;4.9;5.5
3515806;4.2;5.5
3515905;5.9;6.0
3516002;5.2;5.7
3516101;5.3;6.3
3516200;5.6;6.3
3516309;5.0;5.6
3516408;5.0;5.5
3516507;;6.5
3516606;5.4;5.6
3516705;5.2;5.6
3516804;5.7;6.6
3516853;4.2;6.3
3516903;5.1;6.1
3517000;4.7;5.6
3517109;5.3;5.9
3517208;4.4;5.7
3517307;5.2;5.3
3517406;5.2;5.9
3517505;5.3;5.7
3517604;5.3;6.1
3517703;4.2;4.9
3517802;5.4;5.9
3517901;4.7;5.4
3518503;5.1;5.4
3518008;6.1;5.6
3518107;4.1;5.3
3518206;5.2;6.2
3518305;4.9;5.6
3518404;5.1;5.8
3518602;5.5;5.9
3518701;5.2;5.4
3518800;5.0;5.4
3518859;4.7;5.7
3518909;5.5;6.2
3519006;4.7;5.4
3519055;5.2;4.5
3519071;5.0;5.8
3519105;5.7;5.4
3519204;5.3;6.1
3519253;;5.8
3519303;5.5;5.7
3519402;6.3;6.0
3519501;;5.2
3519600;5.5;6.0
3519709;5.3;6.0
3519808;4.8;5.4
3519907;5.4;5.9
3520004;4.2;6.1
3520103;4.6;5.3
3520202;5.1;6.1
3520301;5.0;5.4
3520400;5.2;5.7
3520426;5.7;5.6
3520442;5.7;6.2
3520509;5.5;6.0
3520608;5.8;5.6
3520707;6.4;5.8
3520806;5.3;6.0
3520905;5.6;5.2
3521002;4.9;5.2
3521101;5.6;5.9
3521150;5.5;5.2
3521200;5.3;6.8
3521309;5.1;5.5
3521408;5.8;6.4
3521507;5.7;5.6
3521606;4.7;6.1
3521705;5.3;5.9
3521804;5.3;5.5
3521903;6.3;5.7
3522000;5.4;6.1
3522109;5.3;5.6
3522158;5.6;5.5
3522208;5.3;5.7
3522307;5.4;5.7
3522406;5.6;6.1
3522505;4.9;5.4
3522604;5.1;5.9
3522653;4.9;5.9
3522703;5.8;6.2
3522802;4.8;5.8
3522901;4.8;4.9
3523008;;6.2
3523107;4.8;5.1
3523206;5.4;5.7
3523305;4.7;5.6
3523404;6.3;6.0
3523503;5.8;5.9
3523602;4.9;5.9
3523701;4.8;5.4
3523800;5.1;5.9
3523909;5.3;5.8
3524006;5.3;6.2
3524105;3.8;5.2
3524204;5.2;5.4
3524303;4.9;5.7
3524402;5.3;5.9
3524501;4.0;5.6
3524600;5.4;5.9
3524709;6.4;6.3
3524808;5.7;6.3
3524907;4.7;5.9
3525003;4.7;5.5
3525102;4.5;5.0
3525201;5.5;5.9
3525300;5.3;5.6
3525409;4.7;4.8
3525508;5.2;6.1
3525607;5.7;5.8
3525706;4.9;6.2
3525805;4.9;5.3
3525854;;6.1
3525904;5.6;5.9
3526001;5.9;6.0
3526100;5.3;5.6
3526209;5.2;5.6
3526308;5.6;5.3
3526407;5.0;5.6
3526506;5.6;6.0
3526605;5.1;6.6
3526704;5.5;6.0
3526803;5.4;6.1
3526902;5.4;7.6
3527009;5.2;5.6
3527108;4.5;5.6
3527207;4.6;5.5
3527256;;6.7
3527306;5.8;5.9
3527405;5.4;5.6
3527504;4.9;6.3
3527603;4.7;5.5
3527702;5.4;6.1
3527801;4.9;5.6
3527900;5.0;6.0
3528007;5.4;6.5
3528106;5.2;6.5
3528205;5.6;6.2
3528304;6.0;6.0
3528403;5.0;6.0
3528502;5.3;5.3
3528601;5.2;5.4
3528700;5.4;5.9
3528809;5.7;5.5
3528858;5.5;5.9
3528908;5.2;5.6
3529005;5.4;6.0
3529104;5.8;6.3
3529203;5.2;5.6
3529302;5.6;6.3
3529401;5.3;5.7
3529500;5.8;6.7
3529609;6.1;6.4
3529658;5.8;6.3
3529708;4.4;5.0
3529807;;5.6
3529906;5.3;5.6
3530003;6.2;6.5
3530102;5.4;5.7
3530201;5.0;5.7
3530300;5.6;6.1
3530409;5.1;5.7
3530508;5.3;5.8
3530607;5.0;5.7
3530706;5.6;5.7
3530805;5.1;5.6
3530904;5.4;5.1
3531001;5.4;5.9
3531100;5.1;5.5
3531209;5.6;5.7
3531308;5.4;5.9
3531407;5.4;5.8
3531506;5.3;5.3
3531605;5.2;6.3
3531704;5.5;5.6
3531803;5.4;5.9
3531902;4.6;5.2
3532009;5.1;5.9
3532058;4.7;6.1
3532108;5.3;5.3
3532157;5.3;5.7
3532207;4.6;6.0
3532306;5.2;5.3
3532405;5.3;5.7
3532504;5.4;5.5
3532603;5.7;6.6
3532702;5.2;5.6
3532801;4.2;6.0
3532827;5.0;5.2
3532843;6.4;6.4
3532868;;5.3
3532900;5.5;5.9
3533007;5.0;5.7
3533106;6.2;5.9
3533205;4.3;5.6
3533254;5.4;5.8
3533304;5.6;6.2
3533403;5.5;6.2
3533502;6.4;5.2
3533601;5.7;6.0
3533700;5.6;6.0
3533809;5.0;5.2
3533908;5.6;6.0
3534005;4.5;6.1
3534104;4.7;6.4
3534203;6.0;6.4
3534302;5.1;5.4
3534401;4.8;5.5
3534500;6.4;5.8
3534609;5.4;6.0
3534708;5.5;5.8
3534757;6.0;6.3
3534807;4.7;5.7
3534906;5.2;5.9
3535002;5.5;5.9
3535101;5.7;5.8
3535200;5.3;6.5
3535309;4.7;5.7
3535408;5.0;5.6
3535507;5.4;6.2
3535606;5.7;5.6
3535705;6.0;5.5
3535804;5.2;5.3
3535903;5.2;6.8
3536000;5.7;6.2
3536109;5.2;5.7
3536208;5.4;5.7
3536257;4.9;6.1
3536307;5.2;6.3
3536406;4.9;6.0
3536505;5.3;6.0
3536570;5.8;5.8
3536604;4.8;6.5
3536703;5.0;5.7
3536802;6.4;6.2
3536901;5.8;5.4
3537008;4.9;6.1
3537107;5.6;6.2
3537156;5.9;6.1
3537206;5.0;5.8
3537305;5.2;5.5
3537404;5.6;6.4
3537503;5.5;5.9
3537602;4.9;5.8
3537701;;5.8
3537800;5.5;6.0
3537909;6.0;5.9
3538006;5.5;5.8
3538105;5.6;5.5
3538204;5.9;5.4
3538303;4.7;6.3
3538501;4.9;5.3
3538600;5.5;6.0
3538709;5.5;5.5
3538808;5.5;5.9
3538907;5.0;5.7
3539004;5.2;6.3
3539103;4.0;5.1
3539202;5.0;6.0
3539301;5.4;5.7
3539400;4.5;5.7
3539509;5.2;6.0
3539608;4.1;5.6
3539707;;5.6
3539806;5.4;5.3
3539905;4.8;6.5
3540002;5.3;6.2
3540101;4.7;4.9
3540200;5.1;6.0
3540259;;6.0
3540309;;5.9
3540408;6.2;6.4
3540507;5.2;6.3
3540606;5.6;5.5
3540705;5.3;5.8
3540754;5.1;5.2
3540804;5.9;4.9
3540853;4.7;5.8
3540903;5.4;5.3
3541000;5.4;5.6
3541059;5.0;5.7
3541109;4.9;5.4
3541208;5.1;6.2
3541307;5.3;5.9
3541406;5.1;5.6
3541505;5.4;6.0
3541604;4.9;5.7
3541653;5.5;6.4
3541703;4.6;5.1
3541802;5.3;6.5
3541901;4.5;5.4
3542008;5.2;5.6
3542107;5.6;5.9
3542206;5.5;5.6
3542305;5.1;4.7
3542404;4.7;6.0
3542503;;5.9
3542602;5.3;5.9
3542701;4.3;5.5
3542800;5.8;6.2
3542909;4.5;4.9
3543006;6.0;5.6
3543105;5.1;5.2
3543204;5.3;6.5
3543238;4.8;5.9
3543253;5.8;5.7
3543303;5.4;5.9
3543402;4.8;5.7
3543501;5.5;6.4
3543600;4.9;5.1
3543709;3.8;5.7
3543808;5.6;5.5
3543907;5.6;6.3
3544004;5.0;5.5
3544103;5.0;5.7
3544202;5.3;6.1
3544251;4.9;5.6
3544301;5.7;5.3
3544400;5.5;6.0
3544509;5.7;6.4
3544608;4.5;5.4
3544707;;4.8
3544806;5.4;6.1
3544905;5.3;5.5
3545001;5.8;6.0
3545100;5.2;5.8
3545159;;6.3
3545209;5.5;6.3
3545308;5.5;5.8
3545407;5.2;5.6
3545506;4.7;6.0
3545605;5.5;5.1
3545704;5.6;6.1
3545803;5.6;6.2
3546009;4.7;5.5
3546108;5.4;6.4
3546207;5.4;5.7
3546256;5.9;5.9
3546306;5.5;5.4
3546405;5.7;6.3
3546504;5.0;5.8
3546603;6.0;6.5
3546702;5.6;6.1
3546801;5.7;5.9
3546900;;5.6
3547007;5.2;5.4
3547106;4.8;5.8
3547205;6.7;6.3
3547304;5.5;5.4
3547403;6.0;6.1
3547502;4.8;5.5
3547601;5.4;5.9
3547650;6.3;6.6
3547700;4.6;5.5
3547809;5.2;5.8
3547908;5.6;5.5
3548005;4.6;5.6
3548054;5.4;5.4
3548104;5.8;6.4
3548203;5.4;5.8
3548302;4.0;5.7
3548401;5.5;5.8
3548500;5.3;5.5
3548609;6.0;5.7
3548708;5.6;5.9
3548807;6.2;6.1
3548906;5.6;6.0
3549003;5.9;6.7
3549102;5.3;6.2
3549201;5.8;6.2
3549250;;6.1
3549300;5.3;5.9
3549409;4.9;5.8
5107578;;4.5
3549508;4.5;5.0
3549607;4.9;5.0
3549706;5.0;6.2
3549805;5.3;6.0
3549904;5.7;6.2
3549953;5.2;5.8
3550001;5.3;5.4
3550100;4.8;5.8
3550209;5.5;5.8
3550308;4.9;5.6
3550407;5.5;5.0
3550506;4.7;5.7
3550605;5.0;5.6
3550704;5.3;5.5
3550803;5.4;5.8
3550902;5.1;5.4
3551009;4.9;5.6
3551108;5.3;5.8
3551207;5.1;5.1
3551306;5.8;6.6
3551405;4.8;4.9
3551504;4.5;5.3
3551603;5.8;5.6
3551702;5.9;6.0
3551801;4.2;5.5
3551900;5.0;5.6
3552007;4.8;5.7
3552106;5.8;5.9
3552205;5.5;6.0
3552304;5.6;4.7
3552403;5.2;6.0
3552502;5.2;5.8
3552551;5.1;6.4
3552601;6.0;6.1
3552700;5.5;6.1
3552809;5.3;5.6
3552908;5.1;5.0
3553005;6.0;6.2
3553104;5.0;5.8
3553203;5.5;6.5
3553302;4.9;5.6
3553401;5.6;6.0
3553500;5.4;5.6
3553609;5.4;5.6
3553658;5.1;5.5
3553708;5.0;6.0
3553807;5.6;5.8
3553856;5.3;6.6
3553906;4.9;5.7
3553955;4.9;5.4
3554003;5.1;5.6
3554102;5.6;5.3
3554201;4.9;5.8
3554300;5.4;5.9
3554409;6.4;6.9
3554508;5.7;5.9
3554607;5.4;5.6
3554656;6.1;5.6
3554706;5.0;5.2
3554755;4.6;4.8
3554805;5.3;4.8
3554904;5.2;5.7
3554953;6.1;5.8
3555000;5.1;5.6
3555109;5.8;5.9
3555208;5.7;6.6
3555307;6.0;6.0
3555356;5.6;5.4
3555406;5.0;5.7
3555505;4.7;6.0
3555604;5.7;6.2
3555703;;5.5
3555802;5.6;6.5
3555901;5.6;6.1
3556008;5.6;6.0
3556107;5.4;5.8
3556206;5.7;6.0
3556305;5.1;5.9
3556354;;5.1
3556404;5.3;5.7
3556453;5.3;5.8
3556503;5.4;5.7
3556602;5.6;6.4
3556701;5.6;5.6
3556800;4.8;5.7
3556909;5.6;6.5
3556958;5.0;6.0
3557006;5.4;5.9
3557105;5.7;6.0
3557154;5.3;5.3
3557204;4.9;5.8
3557303;4.9;6.1
4100103;5.2;5.1
4100202;;5.3
4100301;;5.8
4100400;4.7;4.7
4100459;4.7;4.7
4100509;5.5;5.7
4100608;5.0;5.0
4100707;5.4;5.5
4100806;5.0;5.6
4100905;4.5;5.4
4101002;5.7;5.8
4101051;4.8;5.7
4101101;5.4;4.8
4101150;5.8;5.1
4101200;4.3;5.3
4101309;5.1;5.4
4101408;5.0;5.5
4101507;5.2;5.6
4101606;5.4;5.2
4101655;;5.2
4101705;5.4;5.0
4101804;5.1;5.5
4101853;5.7;5.0
4101903;5.4;5.8
4102000;5.1;5.8
4102109;5.4;5.9
4102208;5.6;6.0
4102307;5.0;5.2
4102406;4.7;5.3
4102505;5.2;5.2
4102604;5.1;5.7
4102703;5.5;5.9
4102752;5.4;4.7
4102802;4.1;4.8
4102901;4.5;5.2
4103008;5.3;5.0
4103024;5.2;5.1
4103040;5.3;5.2
4103057;4.8;5.3
4103107;5.1;5.0
4103156;5.4;5.6
4103206;4.3;5.0
4103222;5.3;6.1
4103305;5.6;5.8
4103354;5.0;5.6
4103370;4.7;4.4
4103404;4.8;4.4
4103453;5.1;5.6
4103479;5.1;5.3
4103503;4.7;5.6
4103602;4.8;4.6
4103701;5.4;5.3
4103800;5.2;5.7
4103909;4.9;5.1
4103958;5.5;5.3
4104006;4.9;5.4
4104055;;5.8
4104105;5.0;5.0
4104204;5.4;5.9
4104253;5.1;5.1
4104303;5.0;5.3
4104402;5.4;4.7
4104428;5.1;4.6
4104451;5.0;5.3
4104501;5.8;6.1
4104600;5.3;5.9
4104659;4.8;5.5
4104709;5.4;5.5
4104808;5.0;5.7
4104907;5.4;5.5
4105003;4.8;5.8
4105102;4.8;4.7
4105201;4.1;4.7
4105300;5.6;5.4
4105409;5.0;5.9
4105508;5.3;5.2
4105607;5.1;5.1
4105706;4.8;5.5
4105805;4.8;4.9
4105904;4.6;5.5
4106001;4.7;5.3
4106100;5.0;5.3
4106209;4.8;5.6
4106308;5.1;5.6
4106407;5.1;5.3
4106456;4.2;4.2
4106506;5.1;5.5
4106555;4.5;4.9
4106571;5.4;5.9
4106605;5.2;5.4
4106704;4.7;5.3
4106803;5.1;5.4
4106852;5.6;5.2
4106902;5.0;5.4
4107009;4.6;5.0
4107108;5.1;5.7
4107124;4.7;4.5
4107157;5.4;5.1
4107207;5.6;5.8
4107256;5.7;5.4
4107306;5.8;6.0
4107405;5.6;6.1
4107504;5.4;5.7
4107520;5.4;5.8
4107538;6.0;5.3
4107546;5.8;5.7
4107553;5.3;5.5
4107603;4.8;5.0
4107652;4.9;5.2
4107702;4.9;5.5
4107736;5.3;5.4
4107751;4.7;5.4
4107801;5.8;5.9
